Brand,Model Name,Year,Price (USD),Mileage (km),Condition,City,Color,Battery (kWh),Range (km),Power (kW),0-100 km/h (s),Seller Type,Charging Type,Date Listed,Source
Avatr,Avatr 07,2025,46721.28669125824,23550.0,Excellent,Sihanoukville,Black,62.2/100.5,420-621,190,4.9,Private,GB-T/CCS2,25-09-2024,Synthetic (New Formula)
Zeekr,Zeekr 001,2025,73027.19878266592,29172.0,Like New,Phnom Penh,Silver,86/100,560-620,200,3.3,Private,GB-T/CCS2,15-12-2022,Synthetic (New Formula)
Nissan,Nissan Leaf,2022,29128.23742286487,17616.0,New,Koh Kong,White,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,25-01-2025,Synthetic (New Formula)
Tesla,Tesla Model Y,2021,67612.73333656802,45360.0,Fair,Phnom Penh,Green,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,14-05-2024,Synthetic (New Formula)
Kia,Kia EV5,2023,39189.74934848927,37296.0,New,Siem Reap,Grey,64.2/88,400-600,160,7.5,Authorized Dealer,GB-T/CCS2,23-12-2023,Synthetic (New Formula)
Denza,Denza D9,2023,93346.36471156726,35280.0,Like New,Phnom Penh,Blue,103,600,230,6.9,Dealer,GB-T/CCS2,8/10/2024,Synthetic (New Formula)
Toyota,Toyota bZ4X,2021,50048.41524400788,19343.0,Like New,Phnom Penh,Grey,71.4,500,150,7.1,Dealer,GB-T/CCS2,23-06-2022,Synthetic (New Formula)
Kia,Kia EV5,2024,38112.81927045831,25164.0,Good,Phnom Penh,Black,64.2/88,400-600,160,7.5,Authorized Dealer,GB-T/CCS2,8/9/2023,Synthetic (New Formula)
BYD,BYD Seal 5,2023,21783.64921514865,7980.0,Like New,Preah Vihear,White,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,1/5/2024,Synthetic (New Formula)
BMW,BMW iX1,2024,53113.74639817562,0.0,Excellent,Sihanoukville,Silver,64.7,417,150,8.6,Authorized Dealer,GB-T/CCS2,12/4/2024,Synthetic (New Formula)
Avatr,Avatr 11,2025,64639.57775480551,16282.0,Good,Sihanoukville,Green,90/116,555-700,230,3.9,Dealer,GB-T/CCS2,4/11/2022,Synthetic (New Formula)
AION,AION Y Plus,2022,34260.765384545215,6060.0,Excellent,Phnom Penh,Black,51.9/63.9,410-510,150,7.8,Private,GB-T/CCS2,4/4/2025,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2023,47252.83962105087,15418.0,New,Kampong Cham,Grey,58/72.6,354-488,125,7.4,Dealer,GB-T/CCS2,20-06-2021,Synthetic (New Formula)
Mercedes,Mercedes EQB,2025,59728.17549560853,1128.0,Good,Phnom Penh,Silver,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,24-01-2023,Synthetic (New Formula)
AITO,AITO M5,2024,52192.4501237341,55440.0,New,Phnom Penh,Red,40,200 PHEV,200,4.8,Authorized Dealer,GB-T/CCS2,13-01-2024,Synthetic (New Formula)
AITO,AITO M5,2023,44240.231627610796,0.0,Excellent,Phnom Penh,Grey,40,200 PHEV,200,4.8,Dealer,GB-T/CCS2,6/4/2024,Synthetic (New Formula)
BYD,BYD Seal 5,2025,22647.577634340134,24248.0,Excellent,Preah Vihear,White,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,1/5/2024,Synthetic (New Formula)
BYD,BYD Seal,2023,39323.654273659726,26280.0,Excellent,Phnom Penh,Grey,61.4/82.5,400-550,150,3.8,Private,GB-T/CCS2,13-06-2022,Synthetic (New Formula)
BYD,BYD Seal 5,2024,22262.782250623324,20540.0,New,Preah Vihear,White,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,1/5/2024,Synthetic (New Formula)
BYD,BYD Atto 3,2021,32953.89922191599,25164.0,Like New,Battambang,Green,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,3/6/2022,Synthetic (New Formula)
Tesla,Tesla Model Y,2025,55774.21674099666,11304.0,Like New,Phnom Penh,Cosmos Black,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,2/1/2023,Synthetic (New Formula)
Arcfox,Arcfox Koala S,2023,28272.517310133684,17616.0,Good,Phnom Penh,Black,42.8,301,120,8.5,Dealer,GB-T/CCS2,5/4/2024,Synthetic (New Formula)
Tesla,Tesla Model Y,2023,60191.06057992491,15674.0,Good,Phnom Penh,Green,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,14-05-2024,Synthetic (New Formula)
AITO,AITO M5,2025,43172.58454880818,11984.0,New,Battambang,White,40,200 PHEV,200,4.8,Authorized Dealer,GB-T/CCS2,11/11/2023,Synthetic (New Formula)
AITO,AITO M7,2020,59035.643446925984,0.0,New,Phnom Penh,Black,40,200 PHEV,330,4.8,Dealer,GB-T/CCS2,25-07-2024,Synthetic (New Formula)
BYD,BYD M9,2021,64883.583499593995,944.0,New,Phnom Penh,Black,52,180 PHEV,180,,Private,GB-T/CCS2,4/7/2025,Synthetic (New Formula)
BYD,BYD Han,2024,62482.323216141864,9536.0,Excellent,Kep,White,76.9/85.4,500-610,180,3.9,Authorized Dealer,GB-T/CCS2,23-05-2023,Synthetic (New Formula)
Zeekr,Zeekr 001,2024,75060.20573675932,17493.0,Like New,Phnom Penh,White,86/100,560-620,200,3.3,Private,GB-T/CCS2,19-01-2024,Synthetic (New Formula)
Kia,Kia EV6,2021,50568.14320994213,0.0,Good,Phnom Penh,Blue,77.4,484,168,7.1,Dealer,GB-T/CCS2,14-05-2023,Synthetic (New Formula)
Zeekr,Zeekr 007,2022,65729.48740316839,7928.0,New,Phnom Penh,Silver,75/100,530-688,310,3.5,Dealer,GB-T/CCS2,12/8/2025,Synthetic (New Formula)
Tesla,Tesla Model 3,2023,47978.802608010024,4308.0,New,Siem Reap,White,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,2/8/2023,Synthetic (New Formula)
MG,MG 5,2025,23992.743096920934,54229.0,New,Siem Reap,White,61.1,403,130,7.7,Dealer,GB-T/CCS2,19-06-2024,Synthetic (New Formula)
BYD,BYD Sealion 7,2024,41071.42702773018,10710.0,Like New,Phnom Penh,Silver,71.8/91.3,460-567,230,4.5,Dealer,GB-T/CCS2,11/5/2025,Synthetic (New Formula)
AITO,AITO M7,2024,65012.10163597762,41940.0,Excellent,Phnom Penh,White,40,200 PHEV,330,4.8,Private,GB-T/CCS2,7/1/2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2023,55086.819116445986,9207.0,New,Phnom Penh,White,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,12/7/2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2025,45803.57477352349,27347.0,Like New,Phnom Penh,Black,58/72.6,354-488,125,7.4,Private,GB-T/CCS2,13-05-2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2023,48501.452024297534,18080.0,New,Kampot,Blue,60/82,430-576,208,6.1,Private,GB-T/CCS2,13-04-2022,Synthetic (New Formula)
Mercedes,Mercedes EQB,2025,59053.083938468335,3408.0,Like New,Siem Reap,Black,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,18-04-2023,Synthetic (New Formula)
MG,MG ZS EV,2023,28030.55028778853,14922.0,Good,Siem Reap,White,50.3/72.6,320-440,115,8.6,Authorized Dealer,GB-T/CCS2,14-09-2023,Synthetic (New Formula)
Tesla,Tesla Model 3,2023,51046.6149103773,20540.0,New,Phnom Penh,White,60/82,430-576,208,6.1,Private,GB-T/CCS2,1/2/2023,Synthetic (New Formula)
BYD,BYD Sealion 7,2024,42621.60151450111,0.0,Like New,Phnom Penh,Blue,71.8/91.3,460-567,230,4.5,Authorized Dealer,GB-T/CCS2,11/8/2025,Synthetic (New Formula)
MG,MG 5,2025,21675.152627532323,20196.0,Good,Siem Reap,Black,61.1,403,130,7.7,Authorized Dealer,GB-T/CCS2,9/5/2025,Synthetic (New Formula)
VinFast,VinFast VF 6,2025,25406.006103111,19596.0,New,Phnom Penh,Grey,59.6,399,110,,Private,GB-T/CCS2,16-09-2023,Synthetic (New Formula)
Xiaomi,Xiaomi SU7,2025,78212.93070934831,7924.0,New,Phnom Penh,White,73.6/94.3,495-830,220,5.3,Authorized Dealer,GB-T/CCS2,20-03-2024,Synthetic (New Formula)
VinFast,VinFast VF 8,2023,42588.977161277035,14196.0,Fair,Phnom Penh,Silver,82/87.5,420-500,150,5.5,Private,GB-T/CCS2,12/8/2025,Synthetic (New Formula)
AITO,AITO M7,2025,53930.412172800534,3300.0,Excellent,Phnom Penh,Black,40,200 PHEV,330,4.8,Dealer,GB-T/CCS2,25-07-2024,Synthetic (New Formula)
VinFast,VinFast VF 8,2023,43059.76061621324,0.0,Fair,Phnom Penh,Black,82/87.5,420-500,150,5.5,Authorized Dealer,GB-T/CCS2,2/10/2024,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,64901.27761976343,23575.0,Good,Siem Reap,Black,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,18-04-2023,Synthetic (New Formula)
MG,MG ZS EV,2024,30839.627485815894,43475.0,New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,Dealer,GB-T/CCS2,21-10-2024,Synthetic (New Formula)
MG,MG ZS EV,2023,28885.11692828917,8728.0,New,Phnom Penh,White,50.3/72.6,320-440,115,8.6,Private,GB-T/CCS2,10/1/2025,Synthetic (New Formula)
BMW,BMW iX1,2020,70119.93365008666,55944.0,Excellent,Phnom Penh,Silver,64.7,417,150,8.6,Private,GB-T/CCS2,7/4/2022,Synthetic (New Formula)
AION,AION ES,2025,30168.204891858622,866.0,New,Phnom Penh,White,55.6,410,150,7.5,Authorized Dealer,GB-T/CCS2,2/5/2025,Synthetic (New Formula)
VinFast,VinFast VF 8,2024,42023.10233942433,1846.0,New,Phnom Penh,White,82/87.5,420-500,150,5.5,Authorized Dealer,GB-T/CCS2,15-12-2022,Synthetic (New Formula)
Toyota,Toyota bZ4X,2024,45514.81630479242,2268.0,New,Phnom Penh,Black,71.4,500,150,7.1,Authorized Dealer,GB-T/CCS2,11/9/2022,Synthetic (New Formula)
MG,MG 4 EV,2025,24794.218140505804,30996.0,Like New,Kampot,Blue,51/64/77,350-520,125,7.7,Authorized Dealer,GB-T/CCS2,20-05-2021,Synthetic (New Formula)
Zeekr,Zeekr 001,2024,73239.39875445675,8973.0,Excellent,Phnom Penh,Green,86/100,560-620,200,3.3,Private,GB-T/CCS2,22-11-2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2024,51861.16922903757,5755.0,New,Kampong Cham,Grey,53/77.4,429-614,151,8.1,Private,GB-T/CCS2,25-08-2025,Synthetic (New Formula)
Kia,Kia EV9,2025,74104.97372239167,22885.0,Like New,Phnom Penh,Cosmos Black,99.8,541,283,5.3,Dealer,GB-T/CCS2,15-08-2024,Synthetic (New Formula)
MG,MG ZS EV,2023,28438.71580818947,13454.0,New,Siem Reap,White,50.3/72.6,320-440,115,8.6,Authorized Dealer,GB-T/CCS2,14-09-2023,Synthetic (New Formula)
VinFast,VinFast VF 8,2023,46566.19032671421,39970.0,New,Phnom Penh,Black,82/87.5,420-500,150,5.5,Authorized Dealer,GB-T/CCS2,2/10/2024,Synthetic (New Formula)
Arcfox,Arcfox Koala S,2025,26550.314280403705,1846.0,New,Phnom Penh,Silver,42.8,301,120,8.5,Dealer,GB-T/CCS2,16-08-2025,Synthetic (New Formula)
BYD,BYD Atto 3,2022,30793.822789241363,21720.0,Like New,Battambang,Green,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,3/6/2022,Synthetic (New Formula)
Nissan,Nissan Leaf,2020,31480.883884430652,12912.0,New,Kampot,Black,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,4/8/2021,Synthetic (New Formula)
Kia,Kia EV6,2024,51281.81992672212,32973.0,Like New,Phnom Penh,White,77.4,484,168,7.1,Dealer,GB-T/CCS2,7/1/2025,Synthetic (New Formula)
Avatr,Avatr 11,2023,70283.87812918001,22242.0,New,Phnom Penh,White,90/116,555-700,230,3.9,Authorized Dealer,GB-T/CCS2,27-08-2025,Synthetic (New Formula)
BYD,BYD Seagull,2024,20617.038381083177,16928.0,Like New,Phnom Penh,Silver,30/38.88,190-305,55,,Dealer,GB-T/CCS2,18-08-2024,Synthetic (New Formula)
MG,MG 4 EV,2021,27351.42591745828,9207.0,Like New,Siem Reap,Silver,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,15-07-2023,Synthetic (New Formula)
BYD,BYD Atto 3,2023,31613.631500689047,11154.0,Good,Sihanoukville,Grey,50/60.5,340-420,150,7.3,Authorized Dealer,GB-T/CCS2,28-02-2024,Synthetic (New Formula)
Kia,Kia EV5,2023,35914.97435913067,4895.0,New,Phnom Penh,Black,64.2/88,400-600,160,7.5,Authorized Dealer,GB-T/CCS2,8/9/2023,Synthetic (New Formula)
BYD,BYD Sealion 6,2022,45409.466647493304,6090.0,Fair,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,Authorized Dealer,GB-T/CCS2,7/2/2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2025,45150.044086966926,12780.0,New,Phnom Penh,White,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,12/10/2024,Synthetic (New Formula)
MG,MG ZS EV,2023,28529.373524029554,0.0,Like New,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,Private,GB-T/CCS2,25-04-2020,Synthetic (New Formula)
AITO,AITO M7,2022,60430.9119803264,5760.0,Excellent,Phnom Penh,Green,40,200 PHEV,330,4.8,Authorized Dealer,GB-T/CCS2,15-10-2024,Synthetic (New Formula)
MG,MG 4 EV,2022,25738.139010131963,6902.0,Excellent,Phnom Penh,Grey,51/64/77,350-520,125,7.7,Private,GB-T/CCS2,28-08-2021,Synthetic (New Formula)
BYD,BYD Han,2024,63233.74047210501,31745.0,New,Phnom Penh,Grey,76.9/85.4,500-610,180,3.9,Authorized Dealer,GB-T/CCS2,10/9/2023,Synthetic (New Formula)
BYD,BYD Sealion 7,2021,46371.91412213486,24248.0,Like New,Siem Reap,Green,71.8/91.3,460-567,230,4.5,Authorized Dealer,GB-T/CCS2,25-09-2024,Synthetic (New Formula)
Zeekr,Zeekr 001,2022,81322.60275211555,6840.0,Like New,Kampot,White,86/100,560-620,200,3.3,Dealer,GB-T/CCS2,15-02-2025,Synthetic (New Formula)
Zeekr,Zeekr 001,2020,93589.8362666408,52100.0,New,Phnom Penh,Black,86/100,560-620,200,3.3,Authorized Dealer,GB-T/CCS2,3/10/2025,Synthetic (New Formula)
BYD,BYD Sealion 6,2022,46669.739631882454,14756.0,New,Kratie,Silver,18.3,80-100 PHEV,145,8.5,Private,GB-T/CCS2,13-05-2025,Synthetic (New Formula)
Kia,Kia EV6,2025,49040.14744694707,22097.0,Excellent,Phnom Penh,White,77.4,484,168,7.1,Dealer,GB-T/CCS2,7/1/2025,Synthetic (New Formula)
Tesla,Tesla Model Y,2024,56409.91905910466,12480.0,Like New,Phnom Penh,White,60/75/82,430-600,220,6.9,Dealer,GB-T/CCS2,16-11-2024,Synthetic (New Formula)
BYD,BYD Atto 2,2025,22738.67937321496,4640.0,Like New,Phnom Penh,Grey,45.1,312-401,130,7.9,Private,GB-T/CCS2,24-08-2025,Synthetic (New Formula)
Mercedes,Mercedes EQB,2022,73551.81239727976,43563.0,Like New,Phnom Penh,Silver,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,24-01-2023,Synthetic (New Formula)
Toyota,Toyota bZ4X,2024,47389.62921499797,12195.0,Like New,Phnom Penh,Black,71.4,500,150,7.1,Authorized Dealer,GB-T/CCS2,11/9/2022,Synthetic (New Formula)
BYD,BYD Sealion 6,2023,43962.14129964647,1167.0,Excellent,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,Authorized Dealer,GB-T/CCS2,7/2/2024,Synthetic (New Formula)
MG,MG 4 EV,2022,26040.450481578515,5755.0,Like New,Kratie,Grey,51/64/77,350-520,125,7.7,Private,GB-T/CCS2,9/11/2021,Synthetic (New Formula)
VinFast,VinFast VF 8,2022,43070.937330034256,20328.0,New,Phnom Penh,White,82/87.5,420-500,150,5.5,Authorized Dealer,GB-T/CCS2,15-12-2022,Synthetic (New Formula)
MG,MG 4 EV,2025,24507.251297965562,7008.0,Fair,Phnom Penh,White,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,14-04-2024,Synthetic (New Formula)
MG,MG 4 EV,2024,24384.37003205111,4240.0,New,Phnom Penh,Pearl White,51/64/77,350-520,125,7.7,Private,GB-T/CCS2,15-10-2023,Synthetic (New Formula)
Leapmotor,Leapmotor T03,2021,14110.165581278568,25885.0,Like New,Battambang,White,41.3,403,80,,Authorized Dealer,GB-T/CCS2,10/1/2024,Synthetic (New Formula)
AITO,AITO M7,2023,56120.64800040075,0.0,New,Battambang,Grey,40,200 PHEV,330,4.8,Dealer,GB-T/CCS2,16-04-2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2025,43817.497444819186,30711.0,Like New,Phnom Penh,Black,58/72.6,354-488,125,7.4,Dealer,GB-T/CCS2,24-07-2023,Synthetic (New Formula)
Mercedes,Mercedes EQB,2025,68163.71585727525,59940.0,New,Phnom Penh,Grey,66.5,419,168,8.0,Private,GB-T/CCS2,23-09-2021,Synthetic (New Formula)
AITO,AITO M5,2024,47174.65171645272,40663.0,Excellent,Battambang,Grey,40,200 PHEV,200,4.8,Authorized Dealer,GB-T/CCS2,10/7/2025,Synthetic (New Formula)
MG,MG ZS EV,2025,30720.079363793866,24099.0,New,Siem Reap,Grey,50.3/72.6,320-440,115,8.6,Private,GB-T/CCS2,5/5/2021,Synthetic (New Formula)
Tesla,Tesla Model 3,2024,46615.65977326383,27838.0,New,Kampong Cham,White,60/82,430-576,208,6.1,Private,GB-T/CCS2,5/8/2021,Synthetic (New Formula)
AITO,AITO M7,2023,57566.87563127116,11984.0,Fair,Phnom Penh,White,40,200 PHEV,330,4.8,Private,GB-T/CCS2,7/1/2024,Synthetic (New Formula)
BYD,BYD Seagull,2021,21682.969738196734,0.0,Fair,Phnom Penh,Grey,30/38.88,190-305,55,,Authorized Dealer,GB-T/CCS2,12/9/2023,Synthetic (New Formula)
Avatr,Avatr 07,2025,50885.636117120746,18649.0,Like New,Phnom Penh,White,62.2/100.5,420-621,190,4.9,Private,GB-T/CCS2,23-08-2025,Synthetic (New Formula)
Xiaomi,Xiaomi SU7,2025,74563.19679568843,21720.0,Excellent,Phnom Penh,Black,73.6/94.3,495-830,220,5.3,Authorized Dealer,GB-T/CCS2,13-08-2025,Synthetic (New Formula)
Denza,Denza D9,2024,79561.2067070781,4425.0,New,Siem Reap,White,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,14-02-2025,Synthetic (New Formula)
BYD,BYD Dolphin,2021,27345.40609840643,16626.0,New,Phnom Penh,Cosmos Black,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,28-07-2023,Synthetic (New Formula)
BYD,BYD Seagull,2022,22425.745755343865,24248.0,New,Phnom Penh,Silver,30/38.88,190-305,55,,Dealer,GB-T/CCS2,14-11-2024,Synthetic (New Formula)
Tesla,Tesla Model Y,2025,58863.20962537758,29400.0,Excellent,Phnom Penh,Green,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,25-08-2025,Synthetic (New Formula)
Denza,Denza D9,2022,82586.98922239697,1042.0,Excellent,Phnom Penh,Black,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,6/7/2022,Synthetic (New Formula)
AION,AION Y Plus,2024,35533.08805565125,19038.0,Like New,Phnom Penh,Silver,51.9/63.9,410-510,150,7.8,Authorized Dealer,GB-T/CCS2,2/1/2025,Synthetic (New Formula)
Zeekr,Zeekr 007,2021,65577.17447029786,1112.0,Good,Phnom Penh,Red,75/100,530-688,310,3.5,Dealer,GB-T/CCS2,8/5/2025,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2022,46456.14715484398,29280.0,New,Phnom Penh,Blue,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,9/2/2025,Synthetic (New Formula)
BYD,BYD Dolphin,2023,27631.02374481957,38991.0,Like New,Phnom Penh,Blue,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,17-10-2024,Synthetic (New Formula)
Tesla,Tesla Model Y,2025,59041.87113430736,35800.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,14-08-2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2022,45096.93379822675,17824.0,New,Phnom Penh,Black,58/72.6,354-488,125,7.4,Dealer,GB-T/CCS2,24-07-2023,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2025,40363.289118820896,0.0,Good,Sihanoukville,White,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,8/5/2025,Synthetic (New Formula)
Toyota,Toyota bZ4X,2021,49343.37340839687,14310.0,New,Sihanoukville,Black,71.4,500,150,7.1,Private,GB-T/CCS2,26-07-2024,Synthetic (New Formula)
Avatr,Avatr 11,2021,71572.34982791821,16626.0,Good,Phnom Penh,White,90/116,555-700,230,3.9,Authorized Dealer,GB-T/CCS2,27-08-2025,Synthetic (New Formula)
Mercedes,Mercedes EQB,2022,65465.72553164332,2202.0,Excellent,Sihanoukville,Red,66.5,419,168,8.0,Dealer,GB-T/CCS2,26-07-2024,Synthetic (New Formula)
AION,AION ES,2025,30912.385116732847,17493.0,New,Sihanoukville,Blue,55.6,410,150,7.5,Authorized Dealer,GB-T/CCS2,8/6/2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2023,47459.36029507247,10080.0,Excellent,Phnom Penh,White,60/82,430-576,208,6.1,Private,GB-T/CCS2,9/12/2020,Synthetic (New Formula)
BYD,BYD Han,2023,61169.59085149701,11100.0,Good,Kampong Cham,White,76.9/85.4,500-610,180,3.9,Authorized Dealer,GB-T/CCS2,19-05-2022,Synthetic (New Formula)
Mercedes,Mercedes EQB,2022,70717.2949535759,32973.0,Like New,Kampong Cham,Black,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,7/7/2023,Synthetic (New Formula)
BYD,BYD Dolphin,2025,24437.429833889197,3760.0,Like New,Phnom Penh,Silver,44.9/60.5,310-420,70,7.5,Authorized Dealer,GB-T/CCS2,21-05-2022,Synthetic (New Formula)
MG,MG 5,2024,21492.03326919885,12265.0,Good,Phnom Penh,Blue,61.1,403,130,7.7,Authorized Dealer,GB-T/CCS2,2/2/2021,Synthetic (New Formula)
Tesla,Tesla Model Y,2024,57912.575720623754,8020.0,Fair,Phnom Penh,Cosmos Black,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,2/1/2023,Synthetic (New Formula)
MG,MG 4 EV,2024,26629.02027489362,28730.0,Like New,Phnom Penh,Black,51/64/77,350-520,125,7.7,Authorized Dealer,GB-T/CCS2,4/1/2023,Synthetic (New Formula)
Toyota,Toyota bZ4X,2025,47409.83058024272,11648.0,New,Phnom Penh,Black,71.4,500,150,7.1,Dealer,GB-T/CCS2,23-08-2023,Synthetic (New Formula)
BYD,BYD Han,2025,58833.930561632966,0.0,Excellent,Phnom Penh,Orange,76.9/85.4,500-610,180,3.9,Authorized Dealer,GB-T/CCS2,9/9/2021,Synthetic (New Formula)
Denza,Denza D9,2023,86011.12107717691,16128.0,Like New,Phnom Penh,Silver,103,600,230,6.9,Private,GB-T/CCS2,18-07-2024,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,62619.38751424705,11090.0,Good,Phnom Penh,Black,66.5,419,168,8.0,Private,GB-T/CCS2,28-02-2025,Synthetic (New Formula)
BYD,BYD Sealion 6,2022,47151.39064081041,25164.0,Good,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,Authorized Dealer,GB-T/CCS2,7/2/2024,Synthetic (New Formula)
BYD,BYD Seagull,2022,20851.883640998647,2320.0,Like New,Phnom Penh,Silver,30/38.88,190-305,55,,Dealer,GB-T/CCS2,18-08-2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2024,42060.941411617736,0.0,Like New,Phnom Penh,Black,58/72.6,354-488,125,7.4,Private,GB-T/CCS2,13-05-2024,Synthetic (New Formula)
VinFast,VinFast VF 8,2022,47334.749200132195,27027.0,New,Phnom Penh,Silver,82/87.5,420-500,150,5.5,Private,GB-T/CCS2,12/8/2025,Synthetic (New Formula)
BMW,BMW iX1,2022,58520.28720198112,26625.0,New,Sihanoukville,Silver,64.7,417,150,8.6,Authorized Dealer,GB-T/CCS2,12/4/2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2025,29132.859863927082,10630.0,Like New,Kep,Silver,40/62,240-385,110,7.0,Private,GB-T/CCS2,27-01-2021,Synthetic (New Formula)
MG,MG 5,2024,22961.42906055217,25550.0,Like New,Phnom Penh,Black,61.1,403,130,7.7,Dealer,GB-T/CCS2,1/5/2023,Synthetic (New Formula)
BYD,BYD Sealion 6,2024,46136.40809996892,31958.0,New,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,Authorized Dealer,GB-T/CCS2,7/2/2024,Synthetic (New Formula)
BYD,BYD Seal 5,2024,20831.226749947746,4164.0,Like New,Sihanoukville,Silver,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,2/1/2025,Synthetic (New Formula)
Tesla,Tesla Model 3,2024,46177.129086976856,8272.0,Excellent,Sihanoukville,Green,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,25-09-2020,Synthetic (New Formula)
Kia,Kia EV6,2023,51246.54816323051,16558.0,Like New,Phnom Penh,White,77.4,484,168,7.1,Authorized Dealer,GB-T/CCS2,25-10-2024,Synthetic (New Formula)
MG,MG 4 EV,2025,26246.536616828875,34304.0,Good,Phnom Penh,Pearl White,51/64/77,350-520,125,7.7,Private,GB-T/CCS2,15-10-2023,Synthetic (New Formula)
Kia,Kia EV6,2021,54008.73597560454,23914.0,Fair,Phnom Penh,Silver,77.4,484,168,7.1,Authorized Dealer,GB-T/CCS2,19-08-2025,Synthetic (New Formula)
VinFast,VinFast VF 6,2024,25002.000995440034,9185.0,Like New,Sihanoukville,Silver,59.6,399,110,,Dealer,GB-T/CCS2,4/12/2022,Synthetic (New Formula)
BYD,BYD M9,2022,67274.63835759995,22814.0,New,Phnom Penh,Silver,52,180 PHEV,180,,Private,GB-T/CCS2,16-01-2025,Synthetic (New Formula)
BYD,BYD Dolphin,2021,27957.64408475653,8272.0,Fair,Phnom Penh,Blue,44.9/60.5,310-420,70,7.5,Authorized Dealer,GB-T/CCS2,18-08-2022,Synthetic (New Formula)
Arcfox,Arcfox Koala S,2025,26916.367944149188,48256.0,New,Phnom Penh,Black,42.8,301,120,8.5,Dealer,GB-T/CCS2,5/4/2024,Synthetic (New Formula)
Arcfox,Arcfox Koala S,2024,28360.338309510676,32973.0,New,Sihanoukville,Black,42.8,301,120,8.5,Private,GB-T/CCS2,3/2/2025,Synthetic (New Formula)
VinFast,VinFast VF 6,2021,26675.42208357224,4390.0,Like New,Sihanoukville,Silver,59.6,399,110,,Dealer,GB-T/CCS2,4/12/2022,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2024,53428.75763667434,10700.0,Like New,Phnom Penh,Red,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,23-02-2023,Synthetic (New Formula)
MG,MG 4 EV,2024,24957.31712871159,7455.0,Like New,Siem Reap,Silver,51/64/77,350-520,125,7.7,Authorized Dealer,GB-T/CCS2,3/5/2022,Synthetic (New Formula)
BMW,BMW iX1,2023,55619.39637687779,16338.0,Good,Phnom Penh,Black,64.7,417,150,8.6,Authorized Dealer,GB-T/CCS2,23-08-2022,Synthetic (New Formula)
